l1_category_group|l2_category|l3_sub_category|commodity_code_reference|labor_rights_risk|hse_risk|contr_manuf_contr_hse_gl|hse_risk_comment2|animal_welfare_risk|bribery_risk|bribery_risk_comment|contractor_safety_risk|ey_id|ey_source
Marketing|Patient Programs|Online Support Program|3525010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|84|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Marketing|Patient Programs|Home Nurse Support Program|3525020|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If third party makes any payment to healthcare professionals?|No|85|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Marketing|Patient Programs|Direct Marketing Program|3525030|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|86|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Marketing|Patient Programs|Compliance Program and Adherence|3525040|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|87|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Marketing|Patient Programs|Reimbursement and Co-Pay Program|3525050|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If making payments which may end up with public sector bodies?|No|88|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Marketing|Patient Programs|Patient Programs - Other|3525999|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If third party makes any payment to healthcare professionals?|No|89|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Marketing|Health Economics and Pricing|Health Economics and Pricing - Other|3538900|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If dealing directly with government and/or policymakers on Novartis's behalf?|No|90|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Marketing|Marketing Research|Market Research - Primary|3545010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If dealing directly with healthcare professionals, e.g. through focus groups?|No|91|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Marketing|Marketing Research|Market Research - Secondary Data|3545020|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If third party is researching among healthcare professionals?|No|92|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Marketing|Marketing Research|Competitive Intelligence|3545030|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If third party is researching among healthcare professionals?|No|93|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Marketing|Marketing Research|Business Analysis|3545040|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|94|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Marketing|Marketing Research|Marketing Operations Services|3545050|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If the third party is working directly with healthcare professionals?|No|95|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Marketing|Marketing Research|Marketing Research - Other|3545999|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If third party is researching among healthcare professionals?|No|96|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Marketing|Marketing Promotions and Print|Promotional Items|3565010|Definitely problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|97|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Marketing|Marketing Promotions and Print|Fulfillment|3565020|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|98|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Marketing|Marketing Promotions and Print|Samples|3565030|Definitely problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|99|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Marketing|Marketing Promotions and Print|Scientific Literature and Educational Items|3565050|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|100|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Marketing|Marketing Promotions and Print|Point of Sale|3565060|Definitely problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|101|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Marketing|Marketing Promotions and Print|Merchandising and Trade Services|3565065|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If offering samples and gifts to healthcare professionals?|No|102|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Marketing|Marketing Promotions and Print|Marketing Call Center|3565070|Definitely problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|103|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Marketing|Marketing Promotions and Print|Data Purchase for Enrichment|3565080|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|104|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Marketing|Marketing Promotions and Print|Marketing Print|3565085|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|105|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Marketing|Marketing Promotions and Print|Marketing Promotions and Print - Other|3565999|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|106|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Marketing|Honoraria|Honoraria - Fees|3570010|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Definitely problem sector|If third party is dealing with healthcare professionals on Novartis's behalf?|No|107|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Marketing|Honoraria|Honoraria - Related expenses Travel|3570020|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If third party is dealing with healthcare professionals on Novartis's behalf?|No|108|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Marketing|Honoraria|Honoraria - Related expenses Hotel|3570030|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If third party is dealing with healthcare professionals on Novartis's behalf?|No|109|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Marketing|Honoraria|Honoraria - Related expenses Food & Beverage|3570040|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Possibly problem sector|If third party is dealing with healthcare professionals on Novartis's behalf?|No|110|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Meetings and Events|Congress and Conventions|Agency ; 3rd Party Logistics ; Management Fees|3605105|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|111|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Meetings and Events|Congress and Conventions|Speaker Fees, Honoraria for HCP (Health Care Professionals) or Faculty|3605110|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Definitely problem sector|If third party arranges for healthcare professionals?|No|112|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Meetings and Events|Congress and Conventions|Speaker (HCP) or Faculty related costs - Travel|3605120|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Definitely problem sector|If third party arranges for healthcare professionals?|No|113|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Meetings and Events|Congress and Conventions|Speaker (HCP) or Faculty related costs - Hotel & Accommodation|3605130|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Definitely problem sector|If third party arranges for healthcare professionals?|No|114|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Meetings and Events|Congress and Conventions|Speaker (HCP) or Faculty related costs - Food & Beverage|3605140|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Definitely problem sector|If third party arranges for healthcare professionals?|No|115|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Meetings and Events|Congress and Conventions|Sponsorship|3605210|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|116|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Meetings and Events|Congress and Conventions|Medical Education - Content|3605310|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|117|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Meetings and Events|Congress and Conventions|Travel|3605410|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Definitely problem sector|If third party arranges travel for healthcare professionals?|No|118|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Meetings and Events|Congress and Conventions|Venue and Space Rental|3605510|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Definitely problem sector|If third party arranges the product or service for healthcare professionals?|No|119|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Meetings and Events|Congress and Conventions|Food and Beverage|3605520|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Definitely problem sector|If third party arranges the product or service for healthcare professionals?|No|120|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Meetings and Events|Congress and Conventions|Hotel and Accommodation|3605530|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Definitely problem sector|If third party arranges the product or service for healthcare professionals?|No|121|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Meetings and Events|Congress and Conventions|Booth; AV; Construction|3605540|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|122|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Meetings and Events|Congress and Conventions|Registration, Meeting-Fee|3605610|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Definitely problem sector|If third party arranges for healthcare professionals?|No|123|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Meetings and Events|Congress and Conventions|Virtual and Hybrid Meetings|3605910|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|124|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Meetings and Events|External Meetings (includes Investigator Meetings, Stand Alone)|Agency ; 3rd Party Logistics ; Management Fees|3610105|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|125|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Meetings and Events|External Meetings (includes Investigator Meetings, Stand Alone)|Speaker Fees, Honoraria for HCP (Health Care Professionals) or Faculty|3610110|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Definitely problem sector|If third party arranges for healthcare professionals?|No|126|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Meetings and Events|External Meetings (includes Investigator Meetings, Stand Alone)|Speaker (HCP) or Faculty related costs - Travel|3610120|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Definitely problem sector|If third party arranges for healthcare professionals?|No|127|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Meetings and Events|External Meetings (includes Investigator Meetings, Stand Alone)|Speaker (HCP) or Faculty related costs - Hotel & Accommodation|3610130|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Definitely problem sector|If third party arranges for healthcare professionals?|No|128|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Meetings and Events|External Meetings (includes Investigator Meetings, Stand Alone)|Speaker (HCP) or Faculty related costs - Food & Beverage|3610140|No known problem in sector|No known problem in sector|No|""|No known problem in sector|Definitely problem sector|If third party arranges for healthcare professionals?|No|129|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
